destination_id,destination_name,state_ut,region,category,famous_for,nearby_cities,local_language,pin_code,nearest_airport,avg_monthly_visitors,peak_season,off_season,visitor_growth_rate_pct,avg_length_of_stay_days,booking_rate_pct,domestic_visitors_pct,international_visitors_pct,repeat_visitors_pct,entry_fee_inr,safety_rating_1_5,travel_difficulty,accessibility_by_road,accessibility_by_rail,emergency_services_available,hotel_count,avg_hotel_cost_inr,restaurant_count,public_transport_available,internet_connectivity_1_5,avg_temperature_c,rainfall_mm,pollution_index_1_10,cleanliness_rating_1_10,eco_tourism_score_1_10,popular_festival,top_local_cuisine,cultural_heritage_index_1_100,adventure_activities,recommended_stay_days,tourism_development_fund_inr,tour_guide_availability,women_traveler_safety_1_5,child_friendliness_1_5,nightlife_availability,instagram_popularity_1_100,sustainability_rating_1_5,smart_tourism_features,local_crafts_shopping,most_visited_month
DST3798,Place_2798,Himachal Pradesh,South,Urban,Temples,Hyderabad,Marathi,246450,Chaudhary Charan Singh International Airport,5843,Monsoon,Summer,14.05,7,87.05,82.22,30.1,56.86,348,4,Easy,false,true,true,84,4087,98,false,5,15.2,114,5,9,9,Diwali,Sarson da Saag,41,true,5,38502257,true,1,4,true,40,5,true,false,December
DST3799,Place_2799,Goa,Central,Hill Station,Wildlife,Delhi,Tamil,995600,Sardar Vallabhbhai Patel International Airport,28451,Winter,Monsoon,1.58,5,65.56,67.25,19.27,33.54,18,5,Moderate,false,true,false,34,7050,21,false,2,15.5,619.3,4,5,5,Navratri,Dosa,96,false,6,38268245,false,1,1,true,63,2,false,false,March
DST3800,Place_2800,Assam,South,Beach,Culture,Bengaluru,Hindi,349406,Jaipur International Airport,8739,Monsoon,Summer,10.57,2,46.45,60.64,7.09,36.77,17,5,Moderate,true,true,true,69,3230,152,true,2,27.8,444.4,5,5,7,Onam,Rogan Josh,65,true,4,49739165,true,3,5,true,45,3,false,false,August
DST3801,Place_2801,Maharashtra,North,Urban,Temples,Delhi,Hindi,872467,Goa International Airport,15852,Winter,Summer,12.91,5,53.98,85.32,15.64,47.38,370,2,Easy,true,false,false,49,5963,116,false,2,36.7,1415.9,9,8,1,Ganesh Chaturthi,Pav Bhaji,81,true,5,47124284,true,1,2,true,44,1,false,true,March
DST3802,Place_2802,Maharashtra,Northeast,Urban,Culture,Chennai,Hindi,300887,Devi Ahilya Bai Holkar Airport,10157,Summer,Winter,14.43,11,76.49,89.85,15.99,20.53,178,4,Moderate,false,false,true,27,2791,18,true,5,31.2,469,7,3,4,Eid,Kebabs,62,true,2,19869283,true,5,1,true,23,5,true,false,August
DST3803,Place_2803,Tamil Nadu,Central,Heritage,Scenery,Kolkata,Bengali,914356,Cochin International Airport,23406,Winter,Monsoon,3.49,11,40.68,74.2,36.66,58.96,22,4,Easy,false,false,true,80,8360,157,false,4,19.4,1306,3,9,2,Eid,Rogan Josh,52,true,7,27777156,false,5,4,true,31,2,false,false,December
DST3804,Place_2804,Assam,North,Wildlife,Scenery,Indore,Malayalam,969025,Jaipur International Airport,48284,Monsoon,Monsoon,8.44,9,86.89,62.83,39.36,49.04,384,3,Difficult,true,true,true,9,8181,98,true,1,35.6,2998.6,3,5,5,Pongal,Idli,91,true,8,26203970,true,3,1,true,24,5,false,false,January
DST3805,Place_2805,Rajasthan,South,Heritage,Scenery,Indore,Bengali,107312,Sardar Vallabhbhai Patel International Airport,46200,Monsoon,Winter,1.61,14,62.26,82.7,12.34,18.07,314,2,Moderate,false,true,true,88,5119,120,false,4,30.1,1559.8,7,9,1,Bihu,Sarson da Saag,96,false,2,13364272,true,5,4,true,96,3,false,false,December
DST3806,Place_2806,Himachal Pradesh,East,Beach,Scenery,Ahmedabad,Bengali,916785,Goa International Airport,8432,Monsoon,Winter,7.99,13,66.05,70.39,20.07,15.55,243,1,Easy,true,false,false,71,7949,58,false,3,30.7,2781.5,1,10,10,Holi,Idli,31,false,7,38409077,true,1,4,false,81,1,true,false,October
DST3807,Place_2807,Tamil Nadu,West,Urban,Food,Bengaluru,Bengali,213744,Pune Airport,19837,Winter,Monsoon,2.76,12,89.42,65.04,39.18,56.75,106,2,Easy,true,false,true,70,5350,23,false,4,38.7,2135.5,8,9,7,Durga Puja,Sarson da Saag,29,false,8,20710938,false,3,3,true,59,2,true,false,January
DST3808,Place_2808,Rajasthan,North,Heritage,Scenery,Hyderabad,Malayalam,331745,Chaudhary Charan Singh International Airport,16148,Monsoon,Winter,12.73,14,65.17,77.86,19.25,44.25,130,1,Difficult,true,true,true,47,5044,142,false,4,38.5,2693.5,3,4,2,Lohri,Chole Bhature,89,false,8,21781184,true,2,1,true,33,5,false,false,January
DST3809,Place_2809,Kerala,South,Wildlife,Food,Pune,Bengali,317522,Kempegowda International Airport,12194,Winter,Summer,2.59,2,87.39,76.86,17.22,11.93,9,4,Moderate,true,false,false,88,8474,135,false,2,21.6,1914.2,8,2,3,Lohri,Chole Bhature,10,false,8,2391749,false,2,4,true,51,1,false,true,May
DST3810,Place_2810,Himachal Pradesh,Central,Beach,Food,Hyderabad,Marathi,378336,Chhatrapati Shivaji Maharaj International Airport,33591,Summer,Monsoon,8.19,3,85.76,78.09,8.85,17.1,378,2,Moderate,false,true,false,6,2341,57,false,4,29.1,2449.3,8,7,5,Bihu,Kebabs,60,true,8,40004699,true,4,2,true,49,3,false,true,May
DST3811,Place_2811,Kerala,North,Hill Station,Wildlife,Ahmedabad,Hindi,772810,Sardar Vallabhbhai Patel International Airport,15819,Summer,Monsoon,8.3,9,87.07,88.84,31.36,12.39,198,3,Moderate,true,false,false,52,3814,66,true,5,16.1,978.1,2,1,9,Onam,Kebabs,66,false,2,6931467,false,1,4,false,58,1,true,false,March
DST3812,Place_2812,Assam,North,Heritage,Food,Cochin,Hindi,760792,Pune Airport,7625,Monsoon,Winter,14.6,3,80.62,76.96,20.65,58.7,304,5,Moderate,false,true,false,62,8945,102,true,2,22.4,1178.5,3,7,10,Eid,Pav Bhaji,51,false,5,42031532,true,4,3,true,80,2,true,true,March
DST3813,Place_2813,Goa,West,Beach,Food,Kolkata,Tamil,288297,Indira Gandhi International Airport,8404,Winter,Summer,10.17,12,54.82,91.52,27.35,34.89,311,1,Difficult,false,false,true,44,9613,69,true,3,18.2,2884.8,10,1,4,Onam,Idli,61,false,9,32557619,false,2,1,true,18,4,false,false,August
DST3814,Place_2814,Himachal Pradesh,South,Hill Station,Scenery,Ahmedabad,Marathi,982980,Devi Ahilya Bai Holkar Airport,15674,Winter,Monsoon,5.03,14,57.32,89.46,22.84,33.11,89,5,Difficult,false,true,true,57,9322,90,true,5,21,875.8,1,5,8,Navratri,Kebabs,86,false,6,17815097,false,5,4,true,52,1,false,true,August
DST3815,Place_2815,Rajasthan,East,Heritage,Food,Mumbai,Malayalam,198991,Jaipur International Airport,11507,Monsoon,Monsoon,4.37,13,58.25,82.79,11.11,57.79,143,4,Moderate,true,false,true,63,6544,52,false,5,30.3,1322,6,1,8,Ganesh Chaturthi,Momos,35,true,9,27204394,true,3,5,false,71,2,false,true,October
DST3816,Place_2816,Goa,Central,Beach,Culture,Bengaluru,Hindi,178711,Rajiv Gandhi International Airport,21387,Winter,Summer,2.8,11,88.96,61.99,11.17,35.23,294,4,Easy,true,false,false,72,8312,91,true,3,16.3,1988.4,3,8,10,Navratri,Idli,97,false,7,18455115,true,2,5,false,29,5,false,true,January
DST3817,Place_2817,Maharashtra,South,Beach,Scenery,Kolkata,Bengali,820964,Chaudhary Charan Singh International Airport,19697,Monsoon,Winter,11.59,10,58.04,90.27,37.89,35.89,108,4,Moderate,true,false,false,67,5314,100,false,1,15.4,1238,9,1,4,Navratri,Momos,72,false,3,2943657,true,4,4,true,28,1,false,true,December
DST3818,Place_2818,Rajasthan,Central,Heritage,Temples,Bengaluru,Tamil,765655,Goa International Airport,38391,Monsoon,Winter,10.67,4,45.43,91.7,36.13,59.2,351,5,Moderate,false,false,true,40,9388,73,false,4,21.4,160.7,1,6,4,Pongal,Kebabs,70,false,6,36140783,false,5,1,true,30,1,true,true,January
DST3819,Place_2819,Tamil Nadu,North,Beach,Scenery,Indore,Tamil,106774,Jaipur International Airport,20547,Summer,Winter,9.54,4,78.92,73.13,26.37,15.57,203,4,Easy,false,false,false,44,7738,11,true,4,12.9,2397.5,8,1,2,Holi,Momos,97,true,6,29220601,false,3,3,true,99,4,false,true,October
DST3820,Place_2820,Maharashtra,West,Urban,Food,Bhopal,Hindi,739395,Lokpriya Gopinath Bordoloi International Airport,24570,Monsoon,Winter,1.57,7,58.3,78.42,5.04,59.29,43,4,Moderate,true,false,false,10,6980,10,false,1,34.4,1073.4,7,2,8,Eid,Pav Bhaji,71,true,5,17867116,false,5,2,true,18,4,true,true,December
DST3821,Place_2821,Maharashtra,West,Heritage,Culture,Indore,Marathi,767550,Kempegowda International Airport,40783,Winter,Summer,11.68,4,71.05,69.84,20.17,18.28,7,5,Easy,false,true,true,18,7926,127,true,3,38.8,760.2,7,4,1,Holi,Chole Bhature,76,true,4,37393248,false,2,1,true,70,4,true,true,March
DST3822,Place_2822,Tamil Nadu,Northeast,Beach,Scenery,Bhopal,Tamil,524502,Pune Airport,29037,Monsoon,Summer,9.99,10,86.22,60.52,23.56,33.65,391,4,Difficult,true,false,true,83,5713,73,true,1,34,1566.1,8,8,5,Holi,Pav Bhaji,70,true,8,44523220,true,5,3,false,43,4,true,true,December
DST3823,Place_2823,Himachal Pradesh,East,Hill Station,Culture,Ahmedabad,Hindi,831685,Goa International Airport,31083,Summer,Monsoon,14.49,12,68.78,76.78,20.73,26.88,300,1,Easy,true,true,false,37,2635,81,false,2,25.9,124.5,9,3,8,Bihu,Rogan Josh,55,false,5,27505320,true,5,4,false,79,2,false,false,March
DST3824,Place_2824,Maharashtra,West,Hill Station,Temples,Jaipur,Marathi,328552,Indira Gandhi International Airport,49029,Summer,Monsoon,9.22,9,71.89,64.53,37.39,57.77,394,2,Difficult,false,false,false,23,2394,94,true,2,30.2,2605.3,8,8,6,Eid,Momos,58,true,4,12601144,false,4,2,false,42,4,false,true,March
DST3825,Place_2825,Assam,North,Urban,Temples,Bengaluru,Hindi,696715,Devi Ahilya Bai Holkar Airport,41550,Winter,Summer,5.26,5,72.14,66.42,6.43,34.28,352,1,Moderate,false,false,true,80,3436,33,true,2,34.2,857.9,6,7,10,Pongal,Pav Bhaji,33,false,5,38707354,false,5,1,false,88,4,true,true,March
DST3826,Place_2826,Rajasthan,East,Heritage,Wildlife,Bhopal,Hindi,187513,Raja Bhoj Airport,38982,Monsoon,Monsoon,6.34,7,70.62,76.82,27.92,11.15,152,4,Easy,true,true,true,47,2835,139,false,1,12,2776,1,6,4,Onam,Sarson da Saag,55,false,9,2385521,false,3,4,true,91,3,true,false,December
DST3827,Place_2827,Goa,South,Beach,Wildlife,Mumbai,Marathi,426158,Kempegowda International Airport,40706,Winter,Summer,3.46,9,47.99,90.35,15.98,21.08,16,4,Easy,true,true,false,58,9238,68,true,5,22.5,2065.5,1,10,9,Onam,Chole Bhature,66,true,4,29243295,true,2,2,true,96,4,true,true,August
DST3828,Place_2828,Maharashtra,West,Beach,Scenery,Lucknow,Marathi,851247,Chhatrapati Shivaji Maharaj International Airport,3988,Winter,Winter,11.12,5,62.82,89.56,24.58,31.54,478,4,Moderate,false,true,true,77,6277,111,false,2,14.3,1691.1,7,1,3,Navratri,Biryani,81,false,3,4815967,false,1,4,true,68,2,false,false,March
DST3829,Place_2829,Rajasthan,East,Hill Station,Wildlife,Indore,Marathi,306924,Chennai International Airport,6156,Monsoon,Summer,10.91,14,40.38,93.78,27.96,43.82,338,4,Difficult,false,false,true,87,8947,171,false,1,12.7,2438.1,3,6,9,Eid,Idli,23,true,7,47191810,false,5,5,true,80,2,false,true,March
DST3830,Place_2830,Kerala,North,Urban,Culture,Guwahati,Hindi,941688,Rajiv Gandhi International Airport,39280,Summer,Summer,3.81,6,71.31,76.89,20.43,38.1,236,5,Easy,false,false,false,96,7565,65,true,2,32.8,2980.4,3,6,1,Holi,Pav Bhaji,11,false,3,47886272,false,2,5,false,23,2,true,false,January
DST3831,Place_2831,Rajasthan,Northeast,Hill Station,Wildlife,Kolkata,Tamil,883837,Lokpriya Gopinath Bordoloi International Airport,10788,Winter,Monsoon,3.22,8,68.77,79.32,10.19,52.5,438,2,Easy,false,true,false,96,2051,123,false,2,35.7,828.5,9,10,4,Pongal,Idli,15,false,2,27862738,true,5,3,true,87,5,true,true,May
DST3832,Place_2832,Goa,Central,Hill Station,Culture,Cochin,Malayalam,873940,Chhatrapati Shivaji Maharaj International Airport,15185,Winter,Summer,2.08,9,55.91,88.77,23.17,51.42,334,5,Moderate,true,true,false,99,6296,14,false,4,12.5,1129.8,10,8,10,Lohri,Rogan Josh,85,true,8,15896017,true,5,2,false,62,5,true,false,October
DST3833,Place_2833,Rajasthan,Central,Urban,Wildlife,Mumbai,Malayalam,723031,Chaudhary Charan Singh International Airport,19734,Summer,Winter,13.77,8,66.19,84.49,37.65,39.53,55,5,Difficult,true,true,true,65,9878,118,true,1,15.4,1504.8,4,6,3,Lohri,Idli,70,false,2,45715103,false,4,5,false,63,3,false,true,December
DST3834,Place_2834,Tamil Nadu,North,Heritage,Wildlife,Mumbai,Hindi,289702,Jaipur International Airport,10971,Monsoon,Winter,4.26,9,64.65,66.4,23.76,38.57,43,4,Moderate,true,false,false,17,7862,133,false,4,16.6,1664.5,3,2,2,Navratri,Biryani,45,true,9,10956741,false,2,4,false,93,5,true,true,October
DST3835,Place_2835,Goa,North,Beach,Wildlife,Bhopal,Hindi,346968,Netaji Subhas Chandra Bose International Airport,44408,Monsoon,Monsoon,5.82,5,52.55,73.94,9.3,23.91,308,1,Easy,true,true,false,46,3909,192,true,3,35.7,1703.6,2,10,4,Durga Puja,Sarson da Saag,99,true,4,17427019,false,3,3,true,53,3,false,true,October
DST3836,Place_2836,Himachal Pradesh,Central,Heritage,Food,Pune,Tamil,977622,Netaji Subhas Chandra Bose International Airport,7487,Monsoon,Monsoon,4.93,2,54.66,92.52,33.85,57.9,240,1,Moderate,true,true,false,22,1757,128,false,2,37.4,1692,5,3,4,Holi,Pav Bhaji,77,false,6,9748705,true,1,5,true,38,5,true,false,May
DST3837,Place_2837,Kerala,Northeast,Wildlife,Food,Jaipur,Marathi,938147,Raja Bhoj Airport,21997,Summer,Summer,6.79,7,78.13,65.11,12.76,13.84,418,3,Moderate,true,false,false,97,8435,45,true,2,32.9,2501.9,9,2,9,Navratri,Rogan Josh,39,true,8,22495715,true,5,3,true,16,1,true,false,August
DST3838,Place_2838,Tamil Nadu,East,Wildlife,Wildlife,Delhi,Hindi,107466,Goa International Airport,47456,Winter,Monsoon,11,6,77.79,67.33,17.96,29.85,38,2,Difficult,true,true,false,76,9245,81,true,4,33.9,1273.3,8,3,10,Ganesh Chaturthi,Chole Bhature,57,false,2,40682150,false,2,2,true,55,3,true,false,October
DST3839,Place_2839,Himachal Pradesh,Central,Wildlife,Culture,Jaipur,Bengali,881863,Indira Gandhi International Airport,13452,Summer,Winter,13.19,12,63.49,74.02,20.01,43.04,129,3,Difficult,true,false,true,90,7528,103,false,1,20.3,131.8,8,1,6,Diwali,Momos,25,true,5,20068993,false,2,5,false,99,5,true,true,October
DST3840,Place_2840,Rajasthan,North,Urban,Scenery,Chennai,Marathi,904069,Devi Ahilya Bai Holkar Airport,16372,Winter,Monsoon,3.56,5,75.88,92.9,16.89,57.28,97,5,Moderate,false,true,false,69,7666,192,false,5,22.2,2639.5,1,7,6,Ganesh Chaturthi,Pav Bhaji,73,false,3,20701139,true,5,5,true,78,1,false,true,October
DST3841,Place_2841,Goa,West,Hill Station,Temples,Guwahati,Hindi,492568,Raja Bhoj Airport,45767,Winter,Monsoon,10.61,3,62.54,63.98,19.16,35.08,280,3,Moderate,false,true,false,52,7366,147,true,5,18.4,2020.5,9,5,6,Navratri,Vada Pav,17,false,2,22360311,true,1,1,true,98,3,true,false,October
DST3842,Place_2842,Kerala,South,Heritage,Food,Pune,Bengali,168745,Sardar Vallabhbhai Patel International Airport,14434,Monsoon,Winter,5.94,2,82.57,83.55,32.84,54.8,421,3,Moderate,true,true,true,99,4638,94,true,3,38.8,649.5,8,9,6,Lohri,Chole Bhature,44,false,2,41451502,true,5,1,false,43,3,false,false,December
DST3843,Place_2843,Tamil Nadu,Northeast,Beach,Wildlife,Ahmedabad,Tamil,660605,Cochin International Airport,13416,Monsoon,Summer,14.73,10,56.64,64.62,12.82,15.24,451,3,Easy,false,true,false,88,9099,183,true,1,31.8,185.8,3,7,8,Navratri,Pav Bhaji,33,false,2,37959782,true,1,2,false,55,1,true,false,August
DST3844,Place_2844,Himachal Pradesh,Northeast,Wildlife,Temples,Ahmedabad,Bengali,805126,Cochin International Airport,20248,Monsoon,Summer,5.18,13,86.36,78.36,21.46,36.58,79,2,Difficult,true,true,true,40,3333,61,true,1,20.2,1015.8,8,1,4,Durga Puja,Kebabs,40,false,5,13861750,false,2,2,false,28,3,false,false,March
DST3845,Place_2845,Himachal Pradesh,West,Heritage,Food,Hyderabad,Hindi,234150,Devi Ahilya Bai Holkar Airport,47713,Summer,Monsoon,1.1,3,67.11,78.78,5.7,25.8,287,1,Easy,true,false,true,91,2603,199,false,4,14.1,460.9,9,1,1,Holi,Pav Bhaji,43,false,5,39122552,false,5,1,true,39,1,true,true,December
DST3846,Place_2846,Kerala,West,Wildlife,Scenery,Delhi,Malayalam,857154,Jaipur International Airport,29194,Monsoon,Winter,8.22,10,66.78,61.49,22.77,49.78,334,1,Difficult,false,true,false,85,7967,141,false,2,15.8,2700.8,2,2,3,Onam,Chole Bhature,14,true,2,41159538,false,2,5,false,17,1,true,true,August
DST3847,Place_2847,Assam,North,Wildlife,Culture,Chennai,Hindi,627831,Netaji Subhas Chandra Bose International Airport,34785,Summer,Winter,3.11,7,73.54,93.39,8.91,32.25,233,3,Difficult,true,true,false,49,9635,193,true,2,16.1,905.8,1,7,8,Lohri,Vada Pav,23,true,6,9924735,true,5,3,false,95,3,false,false,August
DST3848,Place_2848,Rajasthan,Central,Beach,Wildlife,Bhopal,Malayalam,484934,Goa International Airport,38458,Monsoon,Winter,1.62,14,57.04,88.23,14.88,33.76,333,2,Easy,false,true,true,14,7910,20,false,1,28.4,2146.4,1,7,1,Holi,Momos,46,true,7,25125791,true,5,2,false,27,3,true,false,January
DST3849,Place_2849,Kerala,East,Urban,Scenery,Goa,Tamil,587843,Pune Airport,9373,Monsoon,Summer,10.78,7,76.22,70.6,16.37,13.24,168,1,Easy,true,true,false,13,5364,114,false,5,37.1,2008.2,1,9,5,Lohri,Sarson da Saag,90,false,7,41088450,true,3,1,false,96,4,false,true,December
DST3850,Place_2850,Himachal Pradesh,Northeast,Hill Station,Food,Goa,Tamil,151052,Cochin International Airport,31283,Monsoon,Winter,11.25,3,56.02,64.57,7.88,31.9,78,4,Moderate,true,false,false,50,1907,187,true,3,36.1,2170.5,5,3,2,Lohri,Biryani,29,false,7,30359016,true,4,3,true,69,4,false,false,August
DST3851,Place_2851,Maharashtra,Northeast,Urban,Wildlife,Bengaluru,Marathi,646352,Chennai International Airport,30415,Summer,Winter,7.45,7,59.88,72.1,17.62,14.04,70,1,Difficult,false,true,false,21,4451,198,true,4,12.1,1637.1,2,3,10,Eid,Idli,74,false,8,29774603,false,5,1,true,97,2,false,false,December
DST3852,Place_2852,Tamil Nadu,West,Heritage,Temples,Indore,Marathi,696575,Indira Gandhi International Airport,27414,Winter,Summer,10.48,4,73.74,91.3,22.43,24.98,262,1,Difficult,false,false,false,71,3140,160,true,1,31.3,2216.1,4,8,4,Ganesh Chaturthi,Dosa,25,true,6,23750107,false,5,4,true,53,2,true,true,December
DST3853,Place_2853,Kerala,Central,Urban,Culture,Bhopal,Malayalam,704730,Lokpriya Gopinath Bordoloi International Airport,15378,Summer,Winter,8.54,8,58.92,64.64,20.09,16.34,199,2,Difficult,true,false,false,37,1594,135,false,3,15,1585.9,1,6,3,Durga Puja,Momos,96,false,8,25722632,false,2,5,true,61,1,true,true,January
DST3854,Place_2854,Assam,Northeast,Heritage,Food,Jaipur,Malayalam,744838,Devi Ahilya Bai Holkar Airport,19336,Summer,Summer,9.82,14,50,72.23,14.81,26.72,210,2,Moderate,false,false,true,69,8947,122,false,1,19.3,1195.1,2,3,1,Ganesh Chaturthi,Pav Bhaji,20,false,5,48157721,true,1,3,false,89,3,true,true,August
DST3855,Place_2855,Himachal Pradesh,East,Heritage,Culture,Kolkata,Tamil,576848,Rajiv Gandhi International Airport,5700,Summer,Monsoon,9.35,11,83.6,77.3,15.32,21.37,17,1,Difficult,false,false,true,24,2539,39,false,3,26.3,2589.5,7,8,5,Lohri,Kebabs,77,false,8,22267716,false,2,1,true,17,1,false,true,December
DST3856,Place_2856,Rajasthan,West,Hill Station,Wildlife,Mumbai,Bengali,114425,Cochin International Airport,14901,Winter,Monsoon,10.32,5,86.11,61.15,27.18,24.26,272,4,Difficult,false,true,true,70,9345,132,true,3,35.2,1430.3,9,3,9,Navratri,Vada Pav,53,false,5,22675501,false,4,3,false,22,4,true,false,December
DST3857,Place_2857,Himachal Pradesh,East,Beach,Scenery,Bengaluru,Malayalam,413625,Chhatrapati Shivaji Maharaj International Airport,25838,Summer,Monsoon,3.79,10,71.34,69.38,30.14,17.42,209,4,Easy,false,false,true,20,8871,97,false,2,17.1,1747.3,6,6,3,Durga Puja,Sarson da Saag,96,false,8,48788385,true,5,4,true,51,2,false,true,December
DST3858,Place_2858,Rajasthan,Central,Hill Station,Culture,Cochin,Malayalam,177347,Chhatrapati Shivaji Maharaj International Airport,23597,Monsoon,Monsoon,4.76,6,80.56,80.85,25.18,31.98,466,3,Easy,false,true,true,77,8039,34,false,4,36.2,1448.5,10,1,1,Pongal,Momos,70,false,3,33497627,false,2,4,true,87,1,false,true,May
DST3859,Place_2859,Kerala,Northeast,Urban,Temples,Hyderabad,Bengali,576330,Netaji Subhas Chandra Bose International Airport,34428,Winter,Monsoon,7.16,13,89.33,71.34,39.17,34.88,116,3,Moderate,true,false,true,18,8033,39,true,4,32,2348.9,10,4,1,Lohri,Pav Bhaji,40,true,6,34421849,true,1,5,false,29,3,true,true,January
DST3860,Place_2860,Rajasthan,South,Heritage,Food,Jaipur,Marathi,696605,Devi Ahilya Bai Holkar Airport,41149,Summer,Summer,7.25,11,70.74,90.47,38.07,51.83,103,1,Difficult,true,false,false,5,1417,176,true,2,30.2,1665.3,5,6,1,Navratri,Dosa,78,true,7,2571128,false,4,1,false,44,2,false,true,May
DST3861,Place_2861,Goa,Northeast,Wildlife,Temples,Goa,Marathi,616066,Indira Gandhi International Airport,36687,Summer,Summer,11.84,4,85.44,92.79,8.45,36.94,76,1,Moderate,false,false,false,39,5348,83,false,5,14,1465.3,10,5,4,Bihu,Pav Bhaji,86,true,9,40217146,true,4,1,false,81,1,true,true,August
DST3862,Place_2862,Goa,Central,Wildlife,Culture,Kolkata,Malayalam,580042,Netaji Subhas Chandra Bose International Airport,30493,Winter,Summer,6.14,2,57.96,75.45,14.15,21.44,314,1,Easy,false,false,true,86,7911,133,false,4,24.2,847.7,7,4,5,Bihu,Chole Bhature,70,true,8,49949502,false,5,1,false,75,2,false,false,May
DST3863,Place_2863,Goa,Northeast,Heritage,Scenery,Hyderabad,Marathi,150530,Chhatrapati Shivaji Maharaj International Airport,32852,Summer,Winter,3.28,2,75.02,78.62,35.39,46.79,10,4,Difficult,true,false,true,5,5407,148,false,2,18.3,2743.5,9,10,8,Pongal,Rogan Josh,18,true,2,26403837,true,4,2,false,96,3,true,false,August
DST3864,Place_2864,Assam,Northeast,Hill Station,Scenery,Mumbai,Marathi,443243,Goa International Airport,11932,Winter,Monsoon,4.52,14,42.79,82.08,6.04,24.86,380,5,Difficult,false,true,false,47,7942,82,false,3,27.6,2603.2,2,1,10,Onam,Sarson da Saag,59,false,4,25668258,true,1,5,false,58,2,false,false,January
DST3865,Place_2865,Assam,North,Beach,Temples,Pune,Marathi,388032,Chaudhary Charan Singh International Airport,24009,Monsoon,Winter,4.01,5,79.45,83.26,25.73,47.82,50,3,Moderate,false,true,false,73,4863,173,true,3,30.2,1351.3,6,4,7,Lohri,Vada Pav,27,false,8,18818048,false,2,4,false,75,1,false,true,May
DST3866,Place_2866,Maharashtra,Northeast,Hill Station,Wildlife,Bhopal,Tamil,782851,Kempegowda International Airport,34583,Summer,Winter,11.24,11,81.49,62.21,38.41,29.36,6,3,Difficult,false,true,false,79,5530,121,false,4,12,2013.2,3,1,10,Eid,Kebabs,24,false,3,49571258,false,4,5,false,78,1,false,true,August
DST3867,Place_2867,Assam,Northeast,Heritage,Wildlife,Goa,Hindi,608653,Raja Bhoj Airport,48278,Summer,Winter,7.58,11,60.06,61.88,28.76,35.68,410,5,Difficult,true,false,true,92,5032,189,true,3,29.3,1573.5,10,10,4,Pongal,Pav Bhaji,33,false,7,33777063,false,3,2,true,98,2,true,false,March
DST3868,Place_2868,Kerala,East,Heritage,Scenery,Delhi,Malayalam,777036,Jaipur International Airport,28994,Monsoon,Monsoon,10.92,5,71.95,90.3,8.22,35.19,442,1,Easy,true,false,true,59,4425,14,true,4,24.9,610.9,10,4,2,Navratri,Momos,56,false,3,2500084,true,2,1,true,10,3,true,false,March
DST3869,Place_2869,Himachal Pradesh,South,Beach,Temples,Goa,Malayalam,427980,Indira Gandhi International Airport,30865,Summer,Winter,6.83,10,82.92,67.7,31.17,57.78,36,3,Moderate,true,true,false,20,2005,85,true,1,35.2,1190.5,4,3,2,Diwali,Pav Bhaji,80,true,9,13068372,false,1,4,false,60,1,false,false,August
DST3870,Place_2870,Himachal Pradesh,East,Urban,Temples,Indore,Tamil,268535,Pune Airport,13289,Summer,Monsoon,13.46,9,84.18,80.44,18.18,17.68,260,4,Easy,false,false,true,71,5360,151,false,2,33.8,2574.3,5,7,2,Navratri,Pav Bhaji,82,true,7,2926739,true,1,1,true,95,5,false,true,December
DST3871,Place_2871,Maharashtra,East,Urban,Temples,Goa,Hindi,996910,Netaji Subhas Chandra Bose International Airport,29293,Winter,Monsoon,14.77,5,45.33,81.86,37.25,56.93,61,5,Moderate,false,false,true,67,7250,157,true,5,22.4,2412.6,5,6,1,Pongal,Idli,89,false,2,35094723,false,5,2,true,80,2,false,true,January
DST3872,Place_2872,Assam,West,Beach,Culture,Pune,Hindi,935422,Cochin International Airport,5734,Summer,Monsoon,10.38,7,81.37,65.76,15.02,38.1,199,4,Easy,true,false,false,76,3979,29,false,4,39.3,397.2,10,6,6,Onam,Kebabs,43,false,8,3244703,false,4,2,false,63,4,false,true,October
DST3873,Place_2873,Rajasthan,North,Urban,Wildlife,Kolkata,Tamil,710832,Netaji Subhas Chandra Bose International Airport,21013,Monsoon,Winter,13.09,8,53.71,86.66,21.56,59.68,329,1,Moderate,false,true,false,26,1439,181,false,5,27.6,318.4,8,10,4,Bihu,Pav Bhaji,32,true,9,28794074,false,5,1,true,96,1,false,true,May
DST3874,Place_2874,Maharashtra,East,Wildlife,Wildlife,Pune,Bengali,687915,Sardar Vallabhbhai Patel International Airport,36521,Summer,Monsoon,8.11,11,76.37,90.31,31.13,38.66,484,3,Difficult,false,true,false,60,2837,109,false,2,38.9,2575.2,5,3,3,Lohri,Vada Pav,29,false,2,41824152,false,4,1,false,97,4,true,false,October
DST3875,Place_2875,Rajasthan,Central,Urban,Culture,Kolkata,Bengali,513437,Chennai International Airport,7505,Winter,Monsoon,14.08,9,56.26,69.99,14.01,42.82,89,4,Difficult,false,false,true,56,4209,34,false,2,31.6,2708,2,6,1,Durga Puja,Biryani,54,false,5,12117894,true,2,3,true,35,4,false,false,May
